Sample #,Fx,Fy,Fz,Mx,My,Mz,RTA,RSO,LTA,LSO,GO
3799,-2.384868,3.087702,-618.075867,438979.5,-5774.949219,3623.630615,-0.004027,0.005724,-0.011002,-0.011431,0.003387
3800,-2.883302,3.1349,-619.812683,443519.5,-5873.734863,3499.682861,-0.005553,-0.008924,-0.007454,-0.006281,0.003082
3801,-2.420249,2.893117,-620.343872,442557.4063,-5694.128418,3582.453125,-0.006926,-0.011747,0.002616,-0.005671,0.00106
3802,-1.944194,3.143298,-636.412476,442836.7188,-5679.469727,3502.066406,-0.007384,-0.006559,0.004142,-0.007578,-0.000732
3803,-2.718431,3.062533,-620.339111,442486.4063,-5816.700684,3596.657471,0.002344,-0.006025,-0.004746,0.001119,0.001289
3804,-2.433111,3.039304,-620.707397,442227.4688,-6038.750977,3450.052979,-0.010397,0.001032,0.004562,0.006536,0.000069
3805,-2.461039,3.156358,-616.512817,442669,-5758.591309,3633.499756,-0.007117,-0.003393,0.001129,0.006612,0.001976
3806,-2.440489,3.087898,-622.172729,442682.3125,-5849.459473,3499.725098,-0.001471,-0.005796,-0.003334,-0.011088,0.000336
3807,-2.490499,3.835386,-618.872803,442321.125,-5838.208496,3544.40625,-0.0017,-0.007742,-0.009057,-0.003001,0.005485
3808,-2.255995,3.301615,-617.760559,441304.4375,-5700.769531,3790.874268,-0.007842,-0.002592,0.000633,-0.012156,0.003616
3809,-2.782434,3.204522,-619.956848,441833.9375,-5786.363281,4008.453369,0.00097,-0.0082,-0.00589,-0.015475,0.00293
3810,-2.53114,3.329864,-620.891052,442539.8438,-5952.537109,3400.733154,0.004518,0.00744,-0.012108,-0.01681,-0.003593
3811,-2.449863,3.252537,-616.144714,442534.875,-5780.106934,3676.770996,-0.003874,0.004046,-0.012833,0.007795,-0.000313
3812,-2.580555,2.870022,-619.429749,442491.1875,-5779.121582,3419.486084,-0.00685,0.004999,-0.02443,0.006155,0.000374
3813,-2.490565,3.108297,-618.7146,442351.9375,-6666.881836,3638.291992,-0.006621,0.01343,-0.009858,0.025533,0.004379
3814,-2.619145,3.258697,-624.901733,442551.625,-5791.887695,3538.183838,0.005281,0.019495,-0.007874,0.031408,0.002586
3815,-2.926157,3.16,-620.312439,441640.1875,-5619.498047,3651.929199,-0.016463,0.006716,0.007499,0.036367,0.002357
3816,-3.11458,3.133578,-618.90802,444102.2188,-5791.319824,3594.293213,-0.000327,-0.019911,0.003265,0.040563,-0.000275
3817,-2.762002,3.185731,-618.312317,442086.4688,-5379.965332,3304.474609,-0.001967,-0.033186,0.004714,0.030378,0.003273
3818,-2.67551,3.715655,-620.149658,442588.125,-5614.063965,3535.482178,-0.004256,-0.038336,0.011848,-0.031496,0.003387
3819,-2.69243,3.835151,-619.796875,442324,-6530.787109,3560.600586,-0.005019,-0.033377,0.005439,-0.072123,-0.001305
3820,-2.474072,3.281772,-620.49231,441050.375,-5846.716797,3497.432617,-0.009253,-0.008658,0.006202,-0.084711,0.004036
3821,-2.331048,2.746667,-619.410645,441266,-5938.41748,3763.696533,-0.003493,0.00641,0.017303,-0.024745,-0.000656
3822,-2.119515,3.208723,-622.172119,442352.2813,-5991.883789,3456.128174,-0.003951,0.022318,0.00975,0.01859,0.000221
3823,-2.576298,3.256591,-620.889038,442543.5313,-5854.686035,3513.04126,0.003984,0.02186,0.001586,0.018552,0.001518
3824,-2.749792,3.401288,-620.166504,443055,-5847.771484,3486.871094,0.000856,0.01671,0.012,-0.001665,0.000908
3825,-2.800472,3.426557,-621.023315,440787.6875,-5628.830566,3675.9021,0.00139,0.011828,0.000785,-0.023371,0.000221
3826,-2.542745,3.183068,-620.346985,442805.0625,-5785.375488,3576.773926,-0.000708,0.000422,-0.006806,-0.024744,0.003235
3827,-2.636458,3.423821,-617.228821,442140.7813,-5878.878906,3556.038574,-0.003951,0.000269,0.001853,-0.032107,0.003998
3828,-2.70512,3.25418,-620.781128,446044.2188,-5820.60791,3476.600586,-0.001585,-0.000837,0.007995,-0.028636,0.004837
3829,-2.70163,3.715049,-621.084351,442849.875,-6419.4375,3522.257324,0.002344,0.001413,0.006317,-0.024859,0.000488
3830,-2.437752,3.401561,-621.603516,441761.2813,-5907.178711,3608.233398,-0.000555,0.019533,-0.003106,0.034688,0.000984
3831,-2.842304,3.038898,-621.241089,442165.5938,-5735.399902,3657.128174,-0.000899,-0.011938,0.000709,0.008787,0.001289
3832,-2.585926,3.161981,-620.170166,442997.9688,-5865.934082,3179.207031,-0.004981,-0.040052,-0.001275,-0.009409,0.000946
3833,-2.387055,2.821148,-621.276611,443339.5938,-5789.329102,3481.72998,-0.002539,-0.035513,-0.000626,-0.012309,0.001518
3834,-2.363545,3.185256,-623.446716,442551,-5814.002441,3506.003662,-0.006239,-0.032156,0.005477,-0.005366,0.000603
3835,-2.666478,2.894542,-621.990845,442625.8125,-6014.158203,3508.030029,-0.003645,-0.049017,0.000289,0.002073,0.002701
3836,-2.674849,3.329866,-620.338013,442603.8438,-5715.267578,3420.862305,0.007837,0.028154,-0.002762,0.004705,0.001442
3837,-2.563947,3.040391,-623.257629,442233.0938,-5912.52832,3527.077393,0.000093,0.026209,-0.002343,0.011953,0.002892
3838,-2.797536,2.866877,-621.786804,441851.7188,-5887.963379,4024.343994,-0.005286,0.018084,-0.008713,0.005048,0.004265
3839,-2.368711,3.111729,-620.542786,443260.6563,-5788.365234,3375.782227,-0.00479,0.027353,-0.00795,0.004819,0.002586
3840,-2.590023,2.940366,-620.541748,443205.0938,-5884.942383,3661.311523,-0.008299,0.00107,-0.009324,0.003675,-0.001724
3841,-2.380143,2.824877,-628.571533,442900.4375,-6047.937988,3511.081787,-0.010016,-0.007666,0.000137,0.000928,0.000641
3842,-2.648013,2.870878,-621.96936,441848.8438,-5785.464844,3554.669922,0.000665,-0.009611,-0.00116,-0.003153,-0.002983
3843,-2.518469,2.891796,-617.617554,442940.9688,-5872.010254,3516.436279,-0.000441,0.003931,-0.006424,0.013021,0.002129
3844,-2.409616,2.672713,-619.626221,442890.625,-5834.267578,3818.928955,-0.006888,0.000727,-0.008103,0.007261,0.003769
3845,-2.453371,2.945223,-625.094421,442693.5625,-5885.375,3406.26709,-0.0091,0.002291,-0.008675,-0.000445,-0.000313
3846,-2.582365,2.747255,-619.446655,442562.2813,-6462.288574,3534.840088,-0.010893,-0.003546,-0.007302,-0.00075,0.001633
3847,-2.719405,2.8022,-625.47052,443283.0313,-5917.734863,3180.060059,-0.008833,-0.003431,0.003227,-0.006701,0.002472
3848,-2.564617,2.941763,-620.530273,442685.6563,-5865.157227,3545.29541,-0.011961,-0.002516,-0.005166,-0.007578,-0.001305
3849,-2.511643,2.941931,-620.549438,443398.125,-5992.427734,3428.417725,-0.001166,0.004923,-0.009781,0.003293,-0.002525
3850,-2.543043,2.817885,-619.628601,442884.9063,-6104.361328,3784.072754,-0.010512,0.004618,-0.005089,0.019735,0.004455
3851,-2.614119,3.102239,-607.756836,442784.625,-5859.253418,3754.351807,-0.010664,0.006105,-0.008027,0.007909,0.001022
3852,-2.625684,3.111497,-621.602539,441709.0938,-5927.082031,3646.382324,-0.007079,-0.002821,-0.008751,0.004743,0.000107
3853,-3.011667,3.257112,-621.388428,440472.375,-6047.723633,3733.252197,-0.00315,-0.01148,-0.00589,0.007452,0.004608
3854,-2.621173,2.652313,-621.636414,443023.9375,-5966.751465,3508.045898,-0.003874,-0.012243,0.004486,0.021795,-0.000542
3855,-2.570789,0.162709,-622.210327,443127.9688,-6071.555664,3520.452637,0.001695,-0.024641,0.00193,0.024885,0.000107
3856,-2.638087,2.893401,-621.277771,443143.1563,-6252.694824,3504.702148,0.003374,-0.021627,-0.002381,0.020269,0.001442
3857,-2.613507,2.845803,-620.532898,442754.0938,-5911.866211,3455.589355,-0.009444,-0.010984,-0.002724,0.027212,0.001213
3858,-2.574111,2.724001,-621.455261,443150.5313,-5897.170898,3583.174805,-0.011771,0.004236,-0.004937,0.022558,0.001442
3859,-2.488994,2.772785,-622.372742,443409.2813,-5826.503906,3560.004639,-0.008299,0.004045,0.005248,-0.035883,-0.001648
3860,-2.497092,2.790278,-611.982971,443842.1875,-5929.885742,3625.103271,-0.017111,0.025102,0.014099,-0.043971,0.003807
3861,-2.437073,2.772043,-620.547852,443275.7813,-5923.697754,3519.612793,-0.017951,0.0264,0.012268,-0.03554,0.000412
3862,-2.359569,2.894912,-621.59137,440809.375,-6065.053711,3553.83667,-0.001929,0.00931,0.000175,-0.032031,0.001862
3863,-2.744399,2.893287,-622.016235,443728.4375,-6121.939453,3547.203613,0.00181,-0.018232,-0.003106,-0.015246,-0.000198
3864,-2.515042,2.893582,-621.635742,442949.0938,-6038.900879,3536.153564,-0.000784,-0.017965,0.000823,-0.002848,0.00045
3865,-2.660416,2.6745,-621.87738,445681.5,-5999.215332,3499.711914,0.005128,0.004312,-0.009438,-0.001399,0.000984
3866,-2.505861,2.796423,-620.908691,443470.125,-5583.532715,3563.339355,0.011384,0.004007,-0.010544,-0.003001,0.003769
3867,-2.65426,2.772864,-621.996826,442760.9063,-6101.147949,3577.238281,-0.004599,0.023729,0.000938,-0.016543,0.00087
3868,-2.588428,3.057011,-613.960754,442863.6875,-5728.075195,3792.555176,0.004442,0.012095,-0.002419,-0.018946,0.00354
3869,-2.516352,2.845446,-621.640015,443145.3438,-6016.31543,3497.011475,0.002077,0.009729,0.003952,0.007222,0.005562
3870,-2.474947,2.652327,-622.182007,442830.3438,-5983.714355,3531.561523,-0.002615,0.003054,-0.003869,0.010122,0.004036
3871,-2.551191,2.916824,-621.640625,443078.4688,-6171.517578,3619.148682,-0.006354,0.001032,-0.002724,-0.001055,-0.000313
3872,-2.650723,1.757684,-622.197205,443321.6875,-5947.220215,3562.979004,-0.004561,-0.0053,-0.009209,0.003141,-0.002563
3873,-2.472741,3.859357,-622.039246,444984.0938,-6101.569824,3467.114746,-0.001967,-0.006407,0.007575,0.004552,-0.000046
3874,-2.438071,2.48027,-620.864197,440957.1563,-5933.658203,3968.452393,-0.010321,-0.004805,0.001434,-0.012499,0.001938
3875,-2.582472,2.868217,-619.628784,442752.0313,-6295.563477,3540.256104,-0.001662,0.0021,0.001014,-0.00384,0.002357
3876,-2.479998,2.49786,-609.244568,443590.1875,-6006.641602,3739.585205,-0.000517,0.008242,-0.009324,-0.003459,-0.00016
3877,-2.746059,3.113255,-622.153442,442098.3125,-5766.038086,3482.89917,-0.007575,0.000689,-0.008408,0.000318,0.002968
3878,-2.703692,2.29089,-622.156555,441678.9375,-5989.157227,3550.962402,-0.005133,-0.000952,0.00048,-0.005022,-0.004776
3879,-2.609388,2.556191,-622.192078,443352.7813,-5965.560059,3443.909424,-0.006468,-0.008429,-0.00383,-0.01845,-0.001915
3880,-2.797029,2.580863,-622.180542,443546.4688,-5354.495117,3492.192627,-0.002425,-0.011137,0.004104,0.004705,-0.003555
3881,-2.610694,2.82181,-621.634888,442887.0938,-6099.082031,3463.0354,0.006006,-0.02712,-0.00158,0.034078,0.003921
3882,-2.971253,2.117069,-620.790588,446028,-6011.06543,3628.699707,0.001771,-0.013159,-0.000054,0.029386,0.00499
3883,-2.637922,2.913251,-617.11084,444301.625,-6475.944336,3599.501953,-0.004904,-0.011442,-0.003296,0.0221,-0.000961
3884,-2.583616,2.14476,-622.013794,443240,-6098.389648,3482.162598,-0.007002,-0.008657,0.003417,0.016111,0.000755
3885,-2.436457,3.643026,-622.185669,442854.2188,-6508.522949,3474.185791,-0.008528,0.002329,-0.005547,0.033162,0.000412
3886,-3.017625,2.290692,-622.946655,444468.0625,-6144.136719,3384.831787,0.001504,0.012667,0.008644,-0.00384,0.000832
3887,-2.659205,1.202115,-621.828552,442825.2188,-6073.231445,3529.741699,-0.007117,0.010492,0.004753,-0.02978,-0.002373
3888,-2.46313,2.40938,-621.268433,442579.8125,-6083.510254,3626.924805,0.00097,0.005915,0.000404,-0.009715,0.002548
3889,-2.714616,2.434526,-621.822144,442904.2188,-6225.540527,3538.741455,-0.009749,0.000727,0.003379,0.010846,0.006096
3890,-2.799141,2.916903,-621.114014,444244.25,-6110.341309,3515.901123,-0.015471,-0.002325,-0.002076,-0.005175,0.000984
3891,-2.619364,2.555827,-622.927673,442965.9063,-6651.879883,3468.069824,-0.017378,-0.000875,-0.005127,-0.018908,0.001213
3892,-2.712968,2.433316,-622.378662,443489.5313,-6045.373535,3686.990479,-0.017607,-0.000952,-0.001236,-0.01723,0.001251
3893,-2.327341,2.361697,-621.473633,443488.5313,-6096.64502,3448.030273,-0.016882,-0.000532,0.005401,-0.009028,0.002624
3894,-2.650763,3.73929,-621.444519,442979.1563,-6030.386719,3574.884521,-0.016844,-0.0016,-0.003182,-0.014025,0.003883
3895,-2.646824,2.819277,-619.981445,442237.1563,-6278.12793,3697.732422,-0.015929,-0.000761,-0.002038,0.002149,0.001251
3896,-2.762298,2.287247,-613.577881,442244.875,-5323.668457,3488.602295,-0.0157,-0.001486,0.000061,-0.004832,-0.000961
3897,-2.71711,2.333711,-618.889465,442385.9375,-6114.671875,3905.859619,-0.008376,-0.001104,-0.002076,-0.004679,0.00045
3898,-2.640978,1.732521,-620.912659,442737.1875,-6202.605469,3613.765869,-0.004256,-0.006865,-0.00013,-0.000559,-0.000313
3899,-2.723778,2.192713,-621.820618,442914.3438,-6049.9375,3579.466797,-0.004447,-0.005415,0.006164,0.004667,0.002434
3900,-2.655128,2.240674,-620.348328,442131.375,-6248.800293,3563.654785,-0.002806,-0.005949,0.0046,0.003637,0.003273
3901,-2.599798,2.358548,-620.964294,445239.8125,-6263.310547,3638.146729,0.001047,0.002787,-0.00055,0.006231,0.00209
3902,-2.325727,2.533074,-620.825623,438813.3438,-6283.915527,3576.159668,-0.005629,0.001184,0.000137,0.008749,0.001289
3903,-2.60016,2.263397,-620.923889,443104.4063,-6539.168457,3621.619629,-0.008528,0.00004,0.001815,-0.010325,0.003387
3904,-2.377852,2.360384,-622.748352,443298.1875,-6209.026367,3694.275879,-0.006087,-0.00408,-0.003373,-0.008837,0.001747
3905,-2.547773,2.043447,-617.26001,442717.6563,-6140.077637,3761.7146,-0.008872,-0.005339,0.00109,-0.006358,0.002701
3906,-2.040639,1.899233,-619.832092,443116.1875,-6140.733887,3702.346436,-0.002997,-0.006369,0.01078,-0.010478,0.004951
3907,-2.639539,2.288536,-620.893921,442195.75,-6103.87207,3667.91333,-0.001166,-0.00305,-0.001427,-0.017611,-0.000809
3908,-2.687823,2.239796,-620.528809,442391.75,-5906.123047,3711.38501,-0.007307,0.017702,0.00315,-0.000064,-0.002792
3909,-2.460513,2.185354,-612.517761,442767.25,-6188.51416,3797.263184,0.000131,-0.010374,-0.004593,-0.000369,0.000221
3910,-2.498133,2.163228,-614.700012,442448.0625,-6182.110352,3734.955078,-0.006278,-0.012854,-0.005166,-0.003497,0.00148
3911,-2.45449,0.667802,-619.440125,441352.4063,-6490.554688,3723.130859,-0.004866,-0.005796,-0.001046,0.004285,0.001213
3912,-2.355574,1.780859,-620.543091,442409.4375,-6148.009766,3580.013184,-0.007842,0.00313,0.00212,0.001081,-0.000999
3913,-2.707894,2.16714,-622.370911,442658.3438,-6435.852051,3742.713379,-0.004828,-0.00305,-0.001656,-0.003497,0.001137
3914,-2.34755,2.166743,-623.105042,442723.9375,-6321.145508,3783.529785,0.004022,0.000689,-0.004021,-0.005442,0.004608
3915,-2.389947,3.761425,-619.791077,442132.5,-6220.482422,3715.803467,-0.001433,0.005609,-0.007187,0.012487,0.001785
3916,-2.437986,2.167775,-616.194031,443873.625,-6265.083984,3133.023682,-0.007918,0.016367,-0.003945,0.00276,0.001175
3917,-2.431999,2.093372,-620.002625,442785.3438,-6268.621582,3703.689697,-0.001204,0.006411,-0.006463,0.0007,0.001671
3918,-2.453786,1.881562,-628.56842,442227.3125,-6277.258789,3634.922852,-0.007155,0.006678,-0.009743,-0.00239,-0.003021
3919,-2.48056,2.12036,-622.917847,442789.4063,-6096.092285,3593.099121,-0.009634,-0.004118,0.006355,-0.008646,0.003273
3920,-2.434727,2.093374,-617.974243,441938.3438,-6150.975098,3674.907471,0.000169,-0.005911,-0.005661,-0.002352,-0.00264
3921,-2.478474,2.200174,-635.691101,442746.375,-6168.104492,3542.783447,0.006959,0.005876,-0.007264,0.012182,-0.000809
3922,-2.470496,1.803342,-620.722717,442345.5938,-6173.763184,3812.73584,-0.00231,-0.002134,-0.00898,0.011266,0.000336
3923,-2.549188,2.526166,-621.550415,446984.5313,-6307.016113,3674.800537,0.003564,-0.007093,0.00418,0.010122,0.005447
3924,-2.418923,1.996236,-619.448181,442399.5938,-6291.822754,3753.648193,0.003374,-0.004461,0.007766,0.016645,0.001785
3925,-2.292637,1.634295,-620.729187,442546.3125,-6077.910156,3759.822998,0.003259,-0.004652,0.007995,0.004285,-0.000351
3926,-2.386134,3.05876,-617.584351,441768.8438,-5505.262695,3923.274658,0.003755,-0.006979,0.00666,-0.01002,0.000412
3927,-2.272104,1.924162,-621.622253,441694.1875,-6157.083008,3904.598145,0.003183,0.009043,-0.012947,-0.004984,0.001747
3928,-2.378338,2.194331,-626.18512,442209.5938,-5841.529785,3707.359131,0.002458,0.003092,-0.002915,-0.001399,0.003807
3929,-2.231216,1.998536,-623.076965,441304.375,-6323.926758,3783.442139,0.001733,-0.000265,-0.011841,-0.015513,0.000946
3930,-2.308316,1.390885,-621.680237,443790.7813,-6525.205078,3834.672119,-0.007307,-0.00038,0.002387,-0.004832,0.002281
3931,-2.339564,0.425905,-622.015991,442016.0625,-6627.13916,3804.915527,-0.002539,0.004389,0.000824,-0.018603,0.00148
3932,-2.288374,1.996626,-621.633911,442274.4375,-6143.875977,3859.155518,-0.006354,-0.002287,0.005134,-0.019328,0.001633
3933,-2.920429,0.760488,-620.905396,441939.3125,-6503.859375,4310.220215,0.004594,-0.010069,-0.001465,-0.004679,0.000336
3934,-2.212421,3.180232,-621.074707,442094.875,-6203.411621,3903.498047,0.006082,-0.012968,-0.000779,0.011457,-0.002716
3935,-2.368937,2.480113,-621.612488,441477.0938,-6215.454102,3928.56543,-0.0054,-0.007971,-0.001809,0.005849,-0.000999
3936,-2.357902,2.406114,-620.549133,442644.8438,-6451.787109,3883.764648,-0.007689,-0.005758,-0.01413,-0.001742,0.000336
3937,-2.200529,2.355233,-617.258484,442316.4375,-6378.6875,3987.746582,-0.000441,-0.007627,-0.010354,-0.007197,0.001366
3938,-2.142494,2.215413,-621.4646,442717.2188,-6290.705566,3608.853516,0.000551,-0.009573,-0.00116,-0.002581,0.001099
3939,-2.121806,2.427526,-618.346558,441862.3438,-6509.58252,4093.147705,-0.00006,-0.010946,0.00521,-0.002619,0.00293
3940,-2.248845,2.213297,-621.101685,442912.5938,-6259.502441,3839.214355,0.002191,0.009729,0.002388,0.014547,0.002205
3941,-2.392412,2.088682,-616.161133,442261.1563,-6342.961914,4042.725098,-0.001318,0.015604,-0.003525,0.024198,0.003578
3942,-2.404756,2.070212,-625.285645,442603.5938,-6015.427246,3974.075928,-0.00952,0.007555,-0.004822,-0.002352,0.000069
3943,-2.046799,2.238906,-620.838318,439280.9375,-6091.631836,3996.972168,-0.005286,-0.009535,-0.001427,-0.020586,0.007698
3944,-2.210376,1.077581,-620.194641,442503.4375,-6451.236328,3752.630127,-0.001051,-0.007437,-0.000016,-0.028864,0.004379
3945,-2.562007,1.971422,-620.192749,443115.9375,-6327.272461,3827.135254,-0.003149,-0.007933,0.001625,-0.018946,0.004036
3946,-2.318757,4.051358,-620.674561,440696.9688,-6421.63916,3881.399414,0.007722,-0.002211,-0.001046,-0.010592,0.000107
3947,-2.287773,2.309816,-621.258484,441742.9375,-6332.088379,3977.974609,-0.005209,0.001986,-0.008065,0.005582,0.003769
3948,-1.843483,2.262394,-623.467102,442266.3438,-6356.608887,3877.5271,-0.005057,0.01034,-0.008599,-0.003535,0.003082
3949,-2.03622,2.285039,-620.147034,440769,-6380.853027,4021.211182,-0.012495,0.004007,-0.01371,0.00398,0.001442
3950,-2.098725,2.379416,-619.275024,442708.5625,-6350.699707,4063.123047,-0.003951,0.004503,-0.006653,-0.009142,0.003578
3951,-2.119397,2.237082,-620.516113,441095.875,-6272.881836,3999.130859,-0.00315,0.00004,0.00296,0.001119,-0.000236
3952,-2.198335,2.286753,-616.529907,442314.875,-6403.885742,3462.928711,-0.012495,-0.003546,0.001625,-0.002657,-0.000237
3953,-2.25086,1.486213,-623.470398,442625.5313,-6107.254883,4275.703125,-0.004485,0.007402,-0.007149,-0.00281,0.002129
3954,-2.106807,2.333296,-618.364502,442901.3125,-6219.478516,3746.492432,-0.005248,0.004465,-0.004593,0.012563,-0.003632
3955,-1.922072,2.193278,-621.103455,442715.2188,-6305.321289,3305.103027,-0.006773,-0.000151,-0.006615,0.009893,0.005638
3956,-2.698382,1.971876,-621.651672,443184.2813,-6310.881836,3886.935303,-0.003607,-0.007284,-0.004174,0.009588,0.000374
3957,-2.139028,2.623677,-621.826477,442638.0938,-6398.042969,3931.666748,-0.004141,-0.001219,-0.000588,0.009206,0.001137
3958,-2.417144,2.889141,-621.278748,443145.4375,-6152.131348,3982.006592,-0.003607,-0.010031,0.005058,0.01428,-0.002411
3959,-2.226794,2.140966,-622.738037,442400.8438,-6471.037598,3936.336426,-0.001738,-0.007055,0.002464,0.018247,0.001671
3960,-2.278175,2.096059,-628.216675,442737.4375,-6342.09668,3878.606201,0.000551,0.005075,-0.001542,0.009512,0.002205
3961,-2.423565,2.333934,-620.9021,442259.9063,-6302.126953,3939.684326,-0.00273,0.00355,0.00048,-0.025927,0.000679
3962,-2.734484,2.088238,-618.893616,442269,-6356.743164,4327.341309,-0.00788,0.001108,-0.005356,-0.029971,0.003426
3963,-2.67303,2.141597,-620.862976,440324.0625,-6565.185547,4009.454102,-0.000708,-0.001944,-0.003792,-0.02299,0.001747
3964,-2.292922,2.455909,-621.079956,441800.5313,-6520.038086,3806.813477,-0.00807,0.004236,0.003112,-0.029551,0.001823
3965,-2.071915,2.237506,-620.884705,441031.4688,-6481.294922,3938.750732,-0.006659,-0.006407,-0.001427,-0.023104,0.009071
3966,-2.154994,1.778495,-624.597717,443910.125,-6352.313965,3904.092529,0.001848,0.019266,-0.002419,0.00089,0.004227
3967,-1.821603,1.559579,-622.203491,442552.6875,-6410.45166,3978.392822,-0.005209,0.008356,-0.005738,0.013898,0.002815
3968,-2.17468,2.03883,-612.343689,442643.3125,-6463.694824,3882.265137,-0.001128,-0.024641,-0.006806,0.015653,-0.001877
3969,-1.678084,2.162777,-618.560913,442908.2813,-6510.514648,3793.964355,-0.002844,-0.022009,-0.002114,0.008443,0.001671
3970,-2.175596,2.094139,-623.091675,441884.0625,-6417.319336,3830.449219,-0.001585,-0.02239,-0.006081,-0.002848,0.001633
3971,-2.410645,2.531133,-623.838257,442903.9375,-6477.71582,3583.625977,-0.00212,-0.018194,0.005744,-0.003039,0.002319
3972,-2.256876,3.059829,-621.99176,442361.0313,-6127.539063,3903.070801,0.001085,-0.011938,0.003379,-0.013682,-0.000198
3973,-3.214695,2.285937,-619.989136,442326.8125,-6732.106934,3908.917725,-0.004675,0.012285,0.0083,-0.000369,0.002853
3974,-2.144869,2.382837,-621.810059,441869.9688,-6325.825195,3916.350586,-0.004179,-0.019224,0.006164,0.008176,-0.00222
3975,-2.081452,-0.638991,-622.395996,442061.0313,-6684.969727,3936.72998,-0.003264,-0.017241,0.001281,0.004362,0.001556
3976,-2.064446,2.463337,-634.78064,442409.8125,-6436.716797,3721.197266,-0.007231,0.020334,-0.00898,0.009054,-0.002068
3977,-2.207695,2.622401,-621.675049,444064.3125,-6426.715332,3940.793213,-0.001509,0.025217,0.009445,0.008482,0.002739
3978,-2.139047,2.238852,-623.828247,442592.7188,-6025.635742,3898.096924,-0.011389,-0.001982,0.004943,0.002225,0.000908
3979,-2.482187,2.310394,-622.007507,442587.2188,-6491.342285,3885.720703,-0.0091,0.017473,0.004257,0.007223,0.000679
3980,-2.296216,2.336089,-625.644836,442009.9063,-6399.137695,3976.093262,-0.010893,0.016329,0.003837,-0.008341,-0.00283
3981,-2.231906,2.454069,-620.159302,441929.125,-5952.552734,4028.074463,-0.009062,0.005762,-0.003487,-0.014063,0.002357
3982,-2.144174,3.586042,-613.800354,442971.25,-6577.737793,3881.460449,-0.012305,-0.013998,-0.011803,-0.00445,0.003273
3983,-1.816157,1.752341,-620.184143,441892.4375,-6599.676758,3954.134766,-0.004294,-0.027235,-0.006081,0.005125,0.003731
3984,-2.154809,2.548612,-617.81488,442698.375,-6451.807129,3964.594238,-0.001624,-0.031469,0.007652,-0.025965,0.001022
3985,-2.077485,0.978482,-619.462646,442377.4375,-6356.509277,3993.643799,0.003679,-0.009115,-0.001427,-0.028063,-0.000237
3986,-1.519021,2.648241,-621.267578,441661.5938,-6454.380371,3826.087646,0.01066,0.025598,0.003036,-0.00445,0.001022
3987,-2.088416,2.018159,-622.023499,442664.1875,-6783.241699,4022.832031,0.003488,0.021708,-0.007225,-0.002429,0.006401
3988,-2.320338,2.403895,-620.553589,442322.25,-6979.913086,4089.092285,0.001771,0.011751,-0.010506,-0.011431,-0.003097
3989,-2.090819,1.704904,-622.55365,441965.0625,-6567.389648,4045.927734,0.002191,-0.039098,-0.010506,-0.010935,0.002548
3990,-2.061358,2.236364,-622.375061,441942.7188,-6972.807129,4002.390869,0.003488,-0.053175,-0.01043,-0.008112,0.00106
3991,-2.014463,2.333003,-621.265015,441871.3125,-6330.529785,4033.29248,0.000131,-0.064962,-0.000893,0.007146,0.001747
3992,-2.058627,2.913823,-623.087708,441916.0313,-6452.326172,4047.535645,-0.008414,-0.086706,0.001853,0.008558,-0.001724
3993,-1.994994,2.517899,-608.497498,442228.0625,-6298.682129,4179.944336,-0.015776,-0.105245,-0.000512,0.039228,0.001633
3994,-2.020344,1.82587,-622.368164,441959.3438,-6431.73877,4029.262451,-0.026343,-0.089949,0.003303,0.009779,0.001633
3995,-2.027549,0.350287,-622.026001,442085.0313,-6788.577637,4084.442627,-0.023482,0.04326,-0.000512,-0.003077,0.00209
3996,-1.807636,2.395625,-611.443481,442953.0313,-6618.404297,4382.820801,-0.021117,0.093118,-0.003182,-0.000521,0.003426
3997,-1.923726,1.48497,-620.569336,442812.8125,-6566.657227,4089.809082,-0.021727,0.080301,0.005554,-0.003764,-0.000771
3998,-2.084694,1.123379,-621.11145,442504.9375,-6598.609375,4065.293945,-0.02188,0.051081,-0.004822,-0.017573,0.004341
3999,-2.053109,2.137459,-618.547668,442522.5,-6537.881348,4028.232178,-0.021117,0.042307,-0.002915,0.011876,0.001976
4000,-2.087479,2.112782,-619.286987,442849.625,-6659.006836,4090.743164,-0.020506,0.031092,-0.003067,0.006994,0.004265
4001,-2.137461,2.670955,-622.009827,441989.25,-7139.551758,4017.627686,-0.00109,0.014422,-0.012146,-0.009257,-0.001038
4002,-2.04619,2.476438,-622.58728,442582.125,-7806.367676,4014.481934,-0.00788,0.001032,-0.00219,-0.00426,0.001633
4003,-1.983799,2.325286,-616.353516,441994.625,-6918.932129,4519.865234,-0.000784,0.012972,0.001777,-0.002543,0.001366
4004,-2.127712,3.251208,-621.631042,441899.5313,-6806.611328,4031.150391,-0.004561,0.010607,0.003341,-0.000483,-0.00325
4005,-1.987082,1.824166,-620.382935,442603.6563,-6779.441406,3980.956055,0.005472,0.012476,0.007881,-0.010363,-0.002144
4006,-1.706861,3.687551,-624.01001,442273.625,-6621.724609,3949.49585,-0.003874,0.002749,0.00605,-0.007655,0.00293
4007,-2.147075,2.187743,-621.273865,441877.875,-6777.810059,4016.479248,-0.000174,0.002253,0.000671,-0.000292,-0.005463
4008,-2.096212,1.969246,-621.644653,442082.625,-6719.615234,4133.896484,-0.001357,-0.000875,-0.003029,-0.00014,-0.000999
